"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","accuracy","task","correct_response","is_correct","response_type","key_press","avg_frame_time","center_x","center_y","color","text","is_congruent","duration"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","55","64090","0.0-5.0-0.9","","fixation","","","","","","","","","","",""
"535","","r","psychophysics","56","65139","0.0-5.0-1.9","","response","R","true","key","r","16.683093749999898","500","400","Red","Red","true","25"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","57","65648","0.0-5.0-2.9","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","58","66161","0.0-5.0-0.10","","fixation","","","","","","","","","","",""
"711","","r","psychophysics","59","67385","0.0-5.0-1.10","","response","B","false","key","r","16.684441860465043","500","400","Blue","Blue","true","100"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","60","67892","0.0-5.0-2.10","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","61","68402","0.0-5.0-0.11","","fixation","","","","","","","","","","",""
"623","","y","psychophysics","62","69541","0.0-5.0-1.11","","response","Y","true","key","y","16.685729729729417","500","400","Yellow","Blue","false","1000000"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","63","70046","0.0-5.0-2.11","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","64","70556","0.0-5.0-0.12","","fixation","","","","","","","","","","",""
"493","","y","psychophysics","65","71586","0.0-5.0-1.12","","response","Y","true","key","y","16.682548387096762","500","400","Yellow","Yellow","true","1000000"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","66","72098","0.0-5.0-2.12","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","67","72606","0.0-5.0-0.13","","fixation","","","","","","","","","","",""
"530","","g","psychophysics","68","73650","0.0-5.0-1.13","","response","G","true","key","g","16.68518750000021","500","400","Green","Green","true","1000000"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","69","74155","0.0-5.0-2.13","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","70","74667","0.0-5.0-0.14","","fixation","","","","","","","","","","",""
"538","","y","psychophysics","71","75729","0.0-5.0-1.14","","response","Y","true","key","y","16.68233333333311","500","400","Yellow","Yellow","true","25"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","72","76232","0.0-5.0-2.14","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","73","76744","0.0-5.0-0.15","","fixation","","","","","","","","","","",""
"583","","r","psychophysics","74","77841","0.0-5.0-1.15","","response","R","true","key","r","16.684257142857366","500","400","Red","Green","false","100"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","75","78353","0.0-5.0-2.15","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","76","78859","0.0-5.0-0.16","","fixation","","","","","","","","","","",""
"568","","r","psychophysics","77","79945","0.0-5.0-1.16","","response","R","true","key","r","16.68264705882372","500","400","Red","Red","true","25"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","78","80449","0.0-5.0-2.16","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","79","80964","0.0-5.0-0.17","","fixation","","","","","","","","","","",""
"408","","b","psychophysics","80","81892","0.0-5.0-1.17","","response","B","true","key","b","16.680666666666486","500","400","Blue","Blue","true","100"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","81","82403","0.0-5.0-2.17","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","82","82911","0.0-5.0-0.18","","fixation","","","","","","","","","","",""
"558","","r","psychophysics","83","83984","0.0-5.0-1.18","","response","R","true","key","r","16.670687499999985","500","400","Red","Blue","false","25"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","84","84487","0.0-5.0-2.18","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","85","85002","0.0-5.0-0.19","","fixation","","","","","","","","","","",""
"611","","y","psychophysics","86","86130","0.0-5.0-1.19","","response","Y","true","key","y","16.681783783784045","500","400","Yellow","Yellow","true","25"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","87","86636","0.0-5.0-2.19","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","88","87141","0.0-5.0-0.20","","fixation","","","","","","","","","","",""
"742","","r","psychophysics","89","88401","0.0-5.0-1.20","","response","R","true","key","r","16.68173333333333","500","400","Red","Yellow","false","100"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","90","88913","0.0-5.0-2.20","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","91","89423","0.0-5.0-0.21","","fixation","","","","","","","","","","",""
"700","","g","psychophysics","92","90641","0.0-5.0-1.21","","response","G","true","key","g","16.680761904762004","500","400","Green","Blue","false","1000000"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","93","91142","0.0-5.0-2.21","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","94","91650","0.0-5.0-0.22","","fixation","","","","","","","","","","",""
"955","","r","psychophysics","95","93126","0.0-5.0-1.22","","response","B","false","key","r","16.682706896551878","500","400","Blue","Blue","true","25"
"161","<p style=""font-size:60pt"">Wrong</p>","r","html-keyboard-response","96","93288","0.0-5.0-2.22","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","97","93803","0.0-5.0-0.23","","fixation","","","","","","","","","","",""
"945","","g","psychophysics","98","95265","0.0-5.0-1.23","","response","G","true","key","g","16.9812857142858","500","400","Green","Yellow","false","25"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","99","95794","0.0-5.0-2.23","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","100","96303","0.0-5.0-0.24","","fixation","","","","","","","","","","",""
"764","","g","psychophysics","101","97586","0.0-5.0-1.24","","response","G","true","key","g","16.683826086956643","500","400","Green","Red","false","250"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","102","98090","0.0-5.0-2.24","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","103","98600","0.0-5.0-0.25","","fixation","","","","","","","","","","",""
"730","","y","psychophysics","104","99846","0.0-5.0-1.25","","response","G","false","key","y","16.68320454545458","500","400","Green","Yellow","false","100"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","105","100358","0.0-5.0-2.25","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","106","100864","0.0-5.0-0.26","","fixation","","","","","","","","","","",""
"1191","","b","psychophysics","107","102570","0.0-5.0-1.26","","response","G","false","key","b","16.683611111111126","500","400","Green","Blue","false","250"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","108","103083","0.0-5.0-2.26","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","109","103595","0.0-5.0-0.27","","fixation","","","","","","","","","","",""
"1142","","g","psychophysics","110","105251","0.0-5.0-1.27","","response","G","true","key","g","16.683362318840608","500","400","Green","Red","false","250"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","111","105756","0.0-5.0-2.27","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","112","106264","0.0-5.0-0.28","","fixation","","","","","","","","","","",""
"985","","r","psychophysics","113","107762","0.0-5.0-1.28","","response","R","true","key","r","16.683898305084597","500","400","Red","Yellow","false","100"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","114","108271","0.0-5.0-2.28","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","115","108773","0.0-5.0-0.29","","fixation","","","","","","","","","","",""
"669","","y","psychophysics","116","109955","0.0-5.0-1.29","","response","Y","true","key","y","16.683699999999952","500","400","Yellow","Yellow","true","100"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","117","110468","0.0-5.0-2.29","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","118","110976","0.0-5.0-0.30","","fixation","","","","","","","","","","",""
"1041","","r","psychophysics","119","112539","0.0-5.0-1.30","","response","B","false","key","r","16.68287301587314","500","400","Blue","Blue","true","250"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","120","113040","0.0-5.0-2.30","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","121","113552","0.0-5.0-0.31","","fixation","","","","","","","","","","",""
"967","","b","psychophysics","122","115033","0.0-5.0-1.31","","response","G","false","key","b","16.683568965517193","500","400","Green","Blue","false","1000000"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","123","115545","0.0-5.0-2.31","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","124","116060","0.0-5.0-0.32","","fixation","","","","","","","","","","",""
"752","","g","psychophysics","125","117321","0.0-5.0-1.32","","response","G","true","key","g","16.683377777777626","500","400","Green","Green","true","25"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","126","117837","0.0-5.0-2.32","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","127","118346","0.0-5.0-0.33","","fixation","","","","","","","","","","",""
"692","","r","psychophysics","128","119554","0.0-5.0-1.33","","response","R","true","key","r","16.683097560975554","500","400","Red","Red","true","1000000"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","129","120081","0.0-5.0-2.33","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","130","120600","0.0-5.0-0.34","","fixation","","","","","","","","","","",""
