"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","accuracy","task","correct_response","is_correct","response_type","key_press","avg_frame_time","center_x","center_y","color","text","is_congruent"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","67","76162","0.0-5.0-0.13","","fixation","","","","","","","","","",""
"1069","","g","psychophysics","68","77752","0.0-5.0-1.13","","response","G","true","key","g","8.32760465116278","500","400","Green","Green","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","69","78268","0.0-5.0-2.13","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","70","78780","0.0-5.0-0.14","","fixation","","","","","","","","","",""
"898","","r","psychophysics","71","80198","0.0-5.0-1.14","","response","R","true","key","r","8.326120370370417","500","400","Red","Blue","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","72","80700","0.0-5.0-2.14","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","73","81207","0.0-5.0-0.15","","fixation","","","","","","","","","",""
"7076","","b","psychophysics","74","88793","0.0-5.0-1.15","","response","B","true","key","b","8.32549529411765","500","400","Blue","Yellow","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","75","89308","0.0-5.0-2.15","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","76","89816","0.0-5.0-0.16","","fixation","","","","","","","","","",""
"775","","r","psychophysics","77","91095","0.0-5.0-1.16","","response","R","true","key","r","8.326311827956928","500","400","Red","Red","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","78","91606","0.0-5.0-2.16","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","79","92114","0.0-5.0-0.17","","fixation","","","","","","","","","",""
"798","","r","psychophysics","80","93429","0.0-5.0-1.17","","response","R","true","key","r","8.325572916666715","500","400","Red","Red","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","81","93945","0.0-5.0-2.17","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","82","94460","0.0-5.0-0.18","","fixation","","","","","","","","","",""
"636","","r","psychophysics","83","95607","0.0-5.0-1.18","","response","R","true","key","r","8.325197368421199","500","400","Red","Blue","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","84","96118","0.0-5.0-2.18","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","85","96623","0.0-5.0-0.19","","fixation","","","","","","","","","",""
"869","","y","psychophysics","86","98000","0.0-5.0-1.19","","response","Y","true","key","y","8.325714285714257","500","400","Yellow","Yellow","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","87","98508","0.0-5.0-2.19","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","88","99022","0.0-5.0-0.20","","fixation","","","","","","","","","",""
"974","","b","psychophysics","89","100510","0.0-5.0-1.20","","response","G","false","key","b","8.325572649572685","500","400","Green","Blue","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","90","101014","0.0-5.0-2.20","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","91","101521","0.0-5.0-0.21","","fixation","","","","","","","","","",""
"678","","g","psychophysics","92","102715","0.0-5.0-1.21","","response","G","true","key","g","8.325634146341521","500","400","Green","Green","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","93","103221","0.0-5.0-2.21","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","94","103727","0.0-5.0-0.22","","fixation","","","","","","","","","",""
"1817","","y","psychophysics","95","106058","0.0-5.0-1.22","","response","Y","true","key","y","8.324899543378955","500","400","Yellow","Green","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","96","106559","0.0-5.0-2.22","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","97","107066","0.0-5.0-0.23","","fixation","","","","","","","","","",""
"745","","b","psychophysics","98","108323","0.0-5.0-1.23","","response","B","true","key","b","8.325711111111094","500","400","Blue","Blue","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","99","108833","0.0-5.0-2.23","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","100","109346","0.0-5.0-0.24","","fixation","","","","","","","","","",""
"853","","b","psychophysics","101","110711","0.0-5.0-1.24","","response","B","true","key","b","8.32437864077677","500","400","Blue","Green","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","102","111213","0.0-5.0-2.24","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","103","111719","0.0-5.0-0.25","","fixation","","","","","","","","","",""
"1259","","g","psychophysics","104","113490","0.0-5.0-1.25","","response","B","false","key","g","8.325456953642385","500","400","Blue","Green","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","105","114002","0.0-5.0-2.25","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","106","114516","0.0-5.0-0.26","","fixation","","","","","","","","","",""
"888","","y","psychophysics","107","115922","0.0-5.0-1.26","","response","Y","true","key","y","8.4045471698113","500","400","Yellow","Yellow","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","108","116425","0.0-5.0-2.26","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","109","116932","0.0-5.0-0.27","","fixation","","","","","","","","","",""
"780","","y","psychophysics","110","118224","0.0-5.0-1.27","","response","Y","true","key","y","8.32418085106381","500","400","Yellow","Blue","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","111","118729","0.0-5.0-2.27","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","112","119238","0.0-5.0-0.28","","fixation","","","","","","","","","",""
"983","","r","psychophysics","113","120733","0.0-5.0-1.28","","response","R","true","key","r","8.32562711864406","500","400","Red","Blue","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","114","121237","0.0-5.0-2.28","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","115","121743","0.0-5.0-0.29","","fixation","","","","","","","","","",""
"841","","y","psychophysics","116","123094","0.0-5.0-1.29","","response","Y","true","key","y","8.325524752475218","500","400","Yellow","Red","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","117","123601","0.0-5.0-2.29","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","118","124115","0.0-5.0-0.30","","fixation","","","","","","","","","",""
"1498","","g","psychophysics","119","126119","0.0-5.0-1.30","","response","G","true","key","g","8.325622222222268","500","400","Green","Red","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","120","126624","0.0-5.0-2.30","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","121","127130","0.0-5.0-0.31","","fixation","","","","","","","","","",""
"864","","y","psychophysics","122","128506","0.0-5.0-1.31","","response","Y","true","key","y","8.325528846153807","500","400","Yellow","Red","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","123","129020","0.0-5.0-2.31","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","124","129535","0.0-5.0-0.32","","fixation","","","","","","","","","",""
"819","","y","psychophysics","125","130868","0.0-5.0-1.32","","response","Y","true","key","y","8.324383838383852","500","400","Yellow","Yellow","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","126","131378","0.0-5.0-2.32","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","127","131884","0.0-5.0-0.33","","fixation","","","","","","","","","",""
"858","","r","psychophysics","128","133255","0.0-5.0-1.33","","response","R","true","key","r","8.325805825242622","500","400","Red","Red","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","129","133765","0.0-5.0-2.33","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","130","134274","0.0-5.0-0.34","","fixation","","","","","","","","","",""
"1002","","b","psychophysics","131","135788","0.0-5.0-1.34","","response","B","true","key","b","8.324421487603344","500","400","Blue","Green","false"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","132","136289","0.0-5.0-2.34","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","133","136796","0.0-5.0-0.35","","fixation","","","","","","","","","",""
"791","","y","psychophysics","134","138100","0.0-5.0-1.35","","response","Y","true","key","y","8.328347368421046","500","400","Yellow","Yellow","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","135","138604","0.0-5.0-2.35","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","136","139111","0.0-5.0-0.36","","fixation","","","","","","","","","",""
"950","","r","psychophysics","137","140573","0.0-5.0-1.36","","response","R","true","key","r","8.325385964912385","500","400","Red","Red","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","138","141085","0.0-5.0-2.36","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","139","141591","0.0-5.0-0.37","","fixation","","","","","","","","","",""
